sentence,labels
Final1stspy creates a Registry Run key to establish persistence.,['T1547.001']
Final1stspy obfuscates strings with base64 encoding.,['T1027']
Final1stspy obtains a list of running processes.,['T1057']
Final1stspy obtains victim Microsoft Windows version information and CPU architecture.,['T1082']
Final1stspy uses HTTP for C2.,['T1071.001']
Final1stspy uses Python code to deobfuscate base64-encoded strings.,['T1140']
"Flagpro can collect data from a compromised host, including Windows authentication information.",['T1005']
Flagpro can communicate with its C2 using HTTP.,['T1071.001']
Flagpro can download additional malware from the C2 server.,['T1105']
Flagpro can use Native API to enable obfuscation including GetLastError and GetTickCount.,['T1106']
Flagpro can use cmd.exe to execute commands received from C2.,['T1059.003']
Flagpro has been delivered within ZIP or RAR password-protected archived files.,['T1027']
Flagpro has been distributed via spearphishing as an email attachment.,['T1566.001']
Flagpro has been used to execute the ipconfig /all command on a victim system.,['T1016']
Flagpro has been used to run the tasklist command on a compromised system.,['T1057']
Flagpro has been used to run the whoami command on the system.,['T1033']
Flagpro has dropped an executable file to the startup directory.,['T1547.001']
Flagpro has exfiltrated data to the C2 server.,['T1041']
Flagpro has relied on users clicking a malicious attachment delivered through spearphishing.,['T1204.002']
Flame can take regular screenshots when certain applications are open that are sent to the command and control server.,['T1113']
Flame can use MS10-061 to exploit a print spooler vulnerability in a remote system with a shared printer in order to move laterally.,['T1210']
Flame identifies security software such as antivirus through the Security module.,['T1518.001']
FlawedAmmyy can capture screenshots.,['T1113']
FlawedAmmyy can collect keyboard events.,['T1056.001']
FlawedAmmyy can collect the victim's operating system and computer name during the initial infection.,['T1082']
FlawedAmmyy can execute batch scripts to delete files.,['T1070.004']
FlawedAmmyy can transfer files from C2.,['T1105']
FlawedAmmyy enumerates the current user during the initial infection.,['T1033']
FlawedAmmyy has collected information and files from a compromised machine.,['T1005']
FlawedAmmyy has established persistence via the HKCU\SOFTWARE\microsoft\windows\currentversion\run registry key.,['T1547.001']
FlawedAmmyy has sent data collected from a compromised host to its C2 servers.,['T1041']
FlawedAmmyy has used HTTP for C2.,['T1071.001']
FlawedAmmyy has used SEAL encryption during the initial C2 handshake.,['T1573.001']
FlawedAmmyy has used cmd to execute commands on a compromised host.,['T1059.003']
FlawedAmmyy has used rundll32 for execution.,['T1218.011']
FlawedAmmyy leverages WMI to enumerate anti-virus on the victim.,['T1047']
FlawedAmmyy will attempt to detect anti-virus products during the initial infection.,['T1518.001']
FoggyWeb can be decrypted in memory using a Lightweight Encryption Algorithm (LEA)-128 key and decoded using a XOR key.,['T1140']
"FoggyWeb can be disguised as a Visual Studio file such as Windows.Data.TimeZones.zh-PH.pri to evade detection. Also, FoggyWeb's loader can mimic a genuine dll file that carries out the same import functions as the legitimate Windows version.dll file.",['T1036.005']
FoggyWeb can receive additional malicious components from an actor controlled C2 server and execute them on a compromised AD FS server.,['T1105']
FoggyWeb can remotely exfiltrate sensitive information from a compromised AD FS server.,['T1041']
FoggyWeb can retrieve configuration data from a compromised AD FS server.,['T1005']
FoggyWeb has the ability to communicate with C2 servers over HTTP GET/POST requests.,['T1071.001']
FoggyWeb has used a dynamic XOR key and custom XOR methodology for C2 communications.,['T1573.001']
FoggyWeb's loader can check for the FoggyWeb backdoor .pri file on a compromised AD FS server.,['T1083']
FoggyWeb's loader can enumerate all Common Language Runtimes (CLRs) and running Application Domains in the compromised AD FS server's Microsoft.IdentityServer.ServiceHost.exe process.,['T1057']
FoggyWeb's loader can use API functions to load the FoggyWeb backdoor into the same Application Domain within which the legitimate AD FS managed code is executed.,['T1106']
"Following exploitation with LOWBALL malware, admin@338 actors created a file containing a list of commands to be executed on the compromised computer.",['T1059.003']
"Following the successful injection of SUNBURST, SUNSPOT deleted a temporary file it created named InventoryManager.bk after restoring the original SolarWinds Orion source code to the software library.",['T1070.004']
"Forfiles can be used to act on (ex: copy, move, etc.) files/directories in a system during (ex: copy files into a staging area before).",['T1005']
"Forfiles can be used to locate certain types of files/directories in a system.(ex: locate all files with a specific extension, name, and/or age)",['T1083']
Fox Kitten has accessed Registry hives ntuser.dat and UserClass.dat.,['T1012']
Fox Kitten has accessed files to gain valid credentials.,['T1552.001']
Fox Kitten has brute forced RDP credentials.,['T1110']
Fox Kitten has downloaded additional tools including PsExec directly to endpoints.,['T1105']
"Fox Kitten has exploited known vulnerabilities in Fortinet, PulseSecure, and Palo Alto VPN appliances.",['T1190']
Fox Kitten has exploited known vulnerabilities in remote services including RDP.,['T1210']
Fox Kitten has named binaries and configuration files svhost and dllhost respectively to appear legitimate.,['T1036.005']
Fox Kitten has searched local system resources to access sensitive documents.,['T1005']
Fox Kitten has used RDP to log in and move laterally in the target environment.,['T1021.001']
Fox Kitten has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.,['T1053.005']
Fox Kitten has used WizTree to obtain network files and directory listings.,['T1083']
Fox Kitten has used cmd.exe likely as a password changing mechanism.,['T1059.003']
Fox Kitten has used prodump to dump credentials from LSASS.,['T1003.001']
Fox Kitten has used the open source reverse proxy tools including FRPC and Go Proxy to establish connections from C2 to local servers.,['T1090']
Fox Kitten has used valid credentials with various services during lateral movement.,['T1078']
FrameworkPOS can collect elements related to credit card data from process memory.,['T1005']
FrameworkPOS can enumerate and exclude selected processes on a compromised host to speed execution of memory scraping.,['T1057']
FrameworkPOS can identifiy payment card track data on the victim and copy it to a local file in a subdirectory of C:\Windows.,['T1074.001']
FruitFly has the ability to list processes on the system.,['T1057']
FruitFly looks for specific files and file types.,['T1083']
"FruitFly saves itself with a leading ""."" to make it a hidden file.",['T1564.001']
FruitFly takes screenshots of the user's desktop.,['T1113']
FruitFly will delete files on the system.,['T1070.004']
FunnyDream can check Software\Microsoft\Windows\CurrentVersion\Internet Settings to extract the ProxyServer string.,['T1012']
FunnyDream can communicate with C2 over TCP and UDP.,['T1095']
FunnyDream can delete files including its dropper component.,['T1070.004']
FunnyDream can download additional files onto a compromised host.,['T1105']
FunnyDream can enumerate all logical drives on a targeted machine.,['T1082']
"FunnyDream can execute commands, including gathering user information, and send the results to C2.",['T1041']
FunnyDream can identify and use configured proxies in a compromised network for C2 communication.,['T1090']
"FunnyDream can identify files with .doc, .docx, .ppt, .pptx, .xls, .xlsx, and .pdf extensions and specific timestamps for collection.",['T1083']
FunnyDream can identify the processes for Bkav antivirus.,['T1518.001']
FunnyDream can parse the ProxyServer string in the Registry to discover http proxies.,['T1016']
FunnyDream can stage collected information including screen captures and logged keystrokes locally.,['T1074.001']
FunnyDream can upload files from victims' machines.,['T1005']
"FunnyDream can use Native API for defense evasion, discovery, and collection.",['T1106']
FunnyDream can use WMI to open a Windows command shell on a remote machine.,['T1047']
FunnyDream can use a Registry Run Key and the Startup folder to establish persistence.,['T1547.001']
FunnyDream can use cmd.exe for execution on remote hosts.,['T1059.003']
FunnyDream can use rundll32 for execution of its components.,['T1218.011']
FunnyDream has established persistence by running sc.exe and by setting the WSearch service to run automatically.,['T1543.003']
"FunnyDream has the ability to discover processes, including Bka.exe and BkavUtil.exe.",['T1057']
